CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Spend,No_spend,Num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
False,39.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
False,24.0,False,4.700480365792417,2.302585092994046,3.258096538021482,6.309918278226516,3.8066624897703196,True,6.602587892189336,0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,58.0,True,3.784189633918261,8.182279739259018,0.0,8.812248018197431,3.912023005428146,False,9.248021438943871,0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
False,33.0,False,0.0,7.157735484249907,5.918893854273146,8.110727582974489,5.267858159063328,False,8.551981016901902,0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
False,16.0,False,5.717027701406222,4.2626798770413155,5.0238805208462765,6.338594078203183,1.0986122886681098,True,6.9957661563048505,0,0.6931472,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,44.0,False,0.0,6.182084906716632,0.0,5.676753802268282,0.0,True,6.652863029353347,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
False,26.0,False,3.7612001156935624,7.3395376954076745,1.3862943611198906,0.0,0.0,True,7.368339686311381,0,1.0986123,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,35.0,False,0.0,6.666956792429207,2.8903717578961645,5.37989735354046,0.0,True,6.926577033222725,0,1.3862944,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.6931472,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
True,34.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.6931472,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
False,45.0,False,3.6888794541139363,8.895081531754167,6.380122536899765,4.709530201312334,4.8283137373023015,True,9.006754319877503,0,0.6931472,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
False,32.0,False,4.30406509320417,0.0,7.024649030453636,0.0,4.736198448394496,True,7.177782416195197,0,0.6931472,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,48.0,False,6.579251212010101,0.6931471805599453,4.189654742026425,0.0,3.2188758248682006,False,6.697034247666484,0,0.6931472,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,28.0,False,2.1972245773362196,6.882437470997847,2.5649493574615367,1.0986122886681098,2.0794415416798357,True,6.911747300251674,0,1.0986123,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,31.0,False,3.4965075614664802,0.0,6.776506992372183,0.0,0.0,False,6.812345094177479,0,6.3992066,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,27.0,False,7.160069207596127,4.812184355372417,0.0,0.0,0.0,False,7.25063551189868,0,1.3862944,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
False,24.0,False,0.0,0.6931471805599453,0.0,0.0,6.45833828334479,False,6.459904454377535,0,1.609438,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
True,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.7917595,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,14.0,False,6.023447592961033,0.0,0.6931471805599453,0.0,6.522092798170152,False,6.996681488176539,0,1.9459101,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
True,1.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
True,49.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
True,29.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
False,10.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
True,1.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
False,7.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
False,21.0,False,6.8885724595653635,1.0986122886681098,4.248495242049359,0.0,0.0,False,6.9584483932976555,0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
True,62.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.0986123,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
False,15.0,False,0.0,5.420534999272286,0.0,6.906754778648554,0.0,False,7.1098794630722715,0,1.9459101,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,34.0,False,3.1354942159291497,8.711772645605693,0.0,7.271703706887368,5.796057750765372,False,8.969796305981806,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
False,43.0,False,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,False,7.177782416195197,0,2.1972246,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,32.0,False,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,False,7.507690077819904,0,1.609438,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,47.0,False,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,True,7.956827122090111,0,2.3025851,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.3025851,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,20.0,False,0.0,0.0,7.467942332285852,6.898714534329988,0.0,True,7.916078096302786,0,2.3025851,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
True,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.6931472,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
False,23.0,False,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,False,7.90100705199242,0,0.6931472,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
False,15.0,False,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,False,6.8690144506657065,0,2.1972246,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
False,20.0,False,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,False,8.118505067587098,0,2.3978953,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
True,30.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.6931472,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
True,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.0986123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,45.0,False,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,False,8.182000136293405,0,1.3862944,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
True,55.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,1.3862944,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,4.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.3862944,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
True,21.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.3862944,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
False,21.0,False,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,False,7.102499355774649,0,2.3978953,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
True,19.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.3978953,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,35.0,False,6.673297967767654,0.0,0.0,0.0,0.0,False,6.673297967767654,0,0.6931472,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
False,56.0,False,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,False,7.389563953677635,0,1.0986123,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
False,27.0,False,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,False,8.453187861440325,0,1.9459101,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,25.0,False,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,True,7.570443252057374,0,2.4849067,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.6931472,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
True,38.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,0.6931472,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
False,27.0,False,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,True,8.422442854870427,0,0.6931472,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
True,36.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,2.0794415,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
False,22.0,False,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,False,7.889084407035514,0,2.5649493,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,62.0,False,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,False,6.453624998892692,0,2.6390574,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.7080503,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
True,33.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.3862944,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
False,62.0,False,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,False,6.699500340161678,0,1.9459101,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.3978953,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
False,18.0,False,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,True,6.559615237493242,0,2.3978953,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,21.0,False,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,False,7.60489448081162,0,2.7725887,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
False,27.0,False,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,False,6.955592608396297,0,1.609438,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
False,42.0,False,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,True,6.805722553416985,0,2.8332133,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,19.0,False,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,False,6.827629234502852,0,2.6390574,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,17.0,False,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,False,7.711548979629146,0,2.7080503,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,14.0,False,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,False,6.970730078143525,0,2.8903718,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,37.0,False,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,False,6.779921907472252,0,1.3862944,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
False,42.0,False,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,True,9.094368195723762,0,1.3862944,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
False,27.0,False,4.997212273764115,0.0,6.926577033222725,0.0,0.0,True,7.061334366910438,0,2.944439,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,28.0,False,2.70805020110221,0.0,7.16703787691222,0.0,0.0,True,7.177782416195197,0,2.7725887,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,38.0,False,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,False,9.668777364850452,0,1.609438,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
True,13.0,False,0.0,0.0,0.0,0.0,0.0,False,0.0,1,2.6390574,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,42.0,False,8.91018077801329,0.0,0.0,0.0,0.0,False,8.91018077801329,0,2.8332133,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
True,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.8332133,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,8.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.8332133,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,24.0,False,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,True,6.559615237493242,0,2.7080503,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,40.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.7917595,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
False,43.0,False,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,False,7.217443431696533,0,2.8903718,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,1.7917595,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
True,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.7725887,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.8332133,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,27.0,False,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,False,6.822197390620491,0,3.0445225,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,19.0,False,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,False,6.559615237493242,0,2.3025851,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.3025851,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,3.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.3025851,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,54.0,False,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,False,7.522400231387125,0,1.0986123,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
False,26.0,False,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,False,6.795705775173514,0,2.4849067,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,26.0,False,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,True,8.257385655730436,0,2.4849067,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,23.0,False,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,False,7.171656822768514,0,2.9957323,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
False,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,2.5649493,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,31.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,1,6.3992066,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,18.0,False,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,False,6.826545223556594,0,3.1780539,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
